NAME,Revenue_2015,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,3_year_moving_average_1,3_year_moving_average_2,3_year_moving_average_3,Revenue_2020
SWOS,3777613,3822215,6912399,4426873,5749277,55,56,60,55,4837409,5053829,5696183,7700254.353
LNCI,3390888,4065959,5071859,4642041,5749065,36,36,6,3,4176235.333,4593286.333,5154321.667,6395615.727
IFQZ,522000,379000,575000,562000,5745000,16,21,26,36,492000,505333.3333,2294000,9795549.715
RTJC,3044771,3995520,4980146,5734212,5724806,36,36,2,2,4006812.333,4903292.667,5479721.333,6529535.021
RCYZ,4559622,4518465,4076511,6112590,5712216,34,36,36,40,4384866,4902522,5300439,6773772.074
CUHR,4211319,4578041,4949115,5706081,5672969,95,102,102,99,4579491.667,5077745.667,5442721.667,8957782.978
CYJB,6504962,5293331,5334112,5779968,5654917,24,32,32,34,5710801.667,5469137,5589665.667,7844815.316
LHPD,3729862,4518355,5575109,5531698,4838756,3953,3919,4042,4230,4607775.333,5208387.333,5315187.667,32158034.32
ONES,3684116,3730656,3519614,5151127,5625212,20,26,27,33,3644795.333,4133799,4765317.667,6742385.56
VYPJ,14270977,7461401,4667624,12014940,5619966,32,4,3,2,8800000.667,8047988.333,7434176.667,9522870.844
TBFI,3284384,4782489,5004591,5510914,4645594.5,36,36,8,11,4357154.667,5099331.333,5053699.833,5824945.662
KZMF,1478239,2456956,3812474,4785971,5791077,314,365,462,499,2582556.333,3685133.667,4796507.333,9932673.731
FJNV,4399836,4997101,5244278,4880405,4880405,16,2,2,2,4880405,5040594.667,5001696,5610847.017
TGGV,3284777,4426062,6286684,5482906,4870107.25,50,54,52,56,4665841,5398550.667,5546565.75,8000053.658
DSPP,414309,370824,1357903,2999901,4669176,40,40,38,40,714345.3333,1576209.333,3008993.333,11302504.87
BWXA,2105095,2583989,3042899,4254308,5641912,23,27,30,34,2577327.667,3293732,4313039.667,8522011.408
LYDV,5522590,5213677,5544988,5560425,5543871,30,33,35,38,5427085,5439696.667,5549761.333,8120828.663
DOSS,2416111,3069553,3723550,5050726,5529708,21,27,39,42,3069738,3947943,4767994.667,7234044.674
LGHT,3707063,3513955,3721147,4529321,5511935,28,30,29,32,3647388.333,3921474.333,4587467.667,6840335.984
WOZE,2158379,2004361,3244468,4175482,5485709,16,2,2,2,2469069.333,3141437,4301886.333,7669845.968
SISJ,5827697,4947243,5598054,5808793,5458956,217,195,192,190,5457664.667,5451363.333,5621934.333,8816106.749
VIGO,3996804,4533209,4884694,5601598,5445267,16,10,16,45,4471569,5006500.333,5310519.667,6906702.889
VVOZ,2221742,2627353,3734899,4665594,5433525,62,69,77,78,2861331.333,3675948.667,4611339.333,7821226.39
OOQJ,3005166,3274497,3515990,4615204,5422525,36,36,14,23,3265217.667,3801897,4517906.333,5474486.815
AJXV,4919175,5333612,4848039,5135147,5401963,36,39,38,40,5033608.667,5105599.333,5128383,5736180.794
WESJ,3764913,7001302,8877214,5189056,5384706,16,20,23,32,6547809.667,7022524,6483658.667,8267469.987
VBPK,196425,2542808,3470340,4565272,5382453,16,10,16,45,2069857.667,3526140,4472688.333,4727474.126
YDZC,4022962,4496341,4877179,4692341,5372882,36,52,55,57,4465494,4688620.333,4980800.667,5487930.697
OMEL,5407705,5189488,4626449,4651647,5371374,61,58,55,72,5074547.333,4822528,4883156.667,6658319.373
WXIW,4327674,4486999,4911157,4913395,5364051,88,86,88,82,4575276.667,4770517,5062867.667,6723653.208
CKNO,3422139,3869584,5948322,5272268,4628078.25,36,36,7,10,4413348.333,5030058,5282889.417,7101945.643
IXSY,1859551,2387242,3019849,3791849,5342872,74,73,75,71,2422214,3066313.333,4051523.333,8938692.06
FDBD,3379744,3567022,3662083,4446980,5330539,123,153,184,198,3536283,3892028.333,4479867.333,11051888.02
OEKZ,3979286,4066140,3904944,4508829,5281793,547,580,617,581,3983456.667,4159971,4565188.667,10566578.2
ESAG,4793556,5630014,5836532,4583436,5280270,28,31,31,31,5420034,5349994,5233412.667,6578767.221
ODUE,2747323,2910706,3852853,4812002,5266267,36,36,20,19,3170294,3858520.333,4643707.333,7279893.278
SJOW,2535629,7816325,4917982,4591113,5253607,94,98,98,93,5089978.667,5775140,4920900.667,7671677.397
EDGJ,9107746,25535113,15464400,5142266,13812381.25,36,36,7,10,16702419.67,15380593,11473015.75,14960639.86
FRPB,4951740,4950826,5161248,5512874,5240959,47,52,60,47,5021271.333,5208316,5305027,6969392.185
ZOCP,1485980,1669835,1666311,2669373,5233559,63,67,80,84,1607375.333,2001839.667,3189747.667,7299781.445
NKFI,4685008,4907367,4070890,4679472,5230320,22,29,31,44,4554421.667,4552576.333,4660227.333,5922319.25
VBAL,2170200,2590765,3319111,4011071,5217513,27,35,49,51,2693358.667,3306982.333,4182565,7157258.904
EEXK,4716598,4603615,5150997,4958968,5213490,16,8,7,8,4823736.667,4904526.667,5107818.333,6012450.133
OKXO,1614874,2297054,3896840,5013257,5204288,29,33,43,48,2602922.667,3735717,4704795,7361421.77
ZJUZ,501313,2150437,2203170,4801906,5197258,74,93,106,110,1618306.667,3051837.667,4067444.667,9495345.591
SINY,1357695,3243750,3349796,3986858,5195417,73,75,82,94,2650413.667,3526801.333,4177357,12003342.98
HDWI,6933152,6456478,5325508,4915095,5183999,64,71,71,74,6238379.333,5565693.667,5141534,8178056.311
TSYC,6166613,6265205,6236266,4845876,5161979,450,448,447,442,6222694.667,5782449,5414707,15181595.19
EMZR,4098441,5625312,7699804,5062747,5621576,48,49,52,49,5807852.333,6129287.667,6128042.333,6873039.416
SVKY,3344830,3573329,4200744,5058510,4044353.25,42,43,43,41,3706301,4277527.667,4434535.75,4663240.529
VNRJ,1718882,1899052,2840058,3757408,5127498,39,58,66,77,2152664,2832172.667,3908321.333,9944547.452
HAEN,6390022,5551927,5720277,5860015,5105822,57,61,61,60,5887408.667,5710739.667,5562038,7810408.979
KVEM,4519109,4519109,4052164,4986054,4519109,106,136,147,159,4363460.667,4519109,4519109,4869126.871
QOBF,3495575,3774357,4330186,5080757,5064741,16,8,13,10,3866706,4395100,4825228,6817415.157
LHFP,2952356,2768786,3255394,4690370,5058721,56,70,74,87,2992178.667,3571516.667,4334828.333,7548865.576
SLBU,3448235,3703619,3753673,4298419,5020863,66,71,80,82,3635175.667,3918570.333,4357651.667,8236913.278
ETFM,4553328,4861144,3869272,4099009,4992907,36,36,14,18,4427914.667,4276475,4320396,4551114.951
KHGR,3100054,3625003,3565723,3606513,4985983,16,12,20,29,3430260,3599079.667,4052739.667,6010568.877
ENSR,2045142,2202650,3761524,4075341,4964674,16,11,19,26,2669772,3346505,4267179.667,9815876.242
MYIV,3127101,2560157,1982222,4838924,3127101,26,33,55,75,2556493.333,3127101,3316082.333,5601463.94
IBGL,4490251,7072706,8914359,8529099,4926369,810,989,1192,1323,6825772,8172054.667,7456609,20536978.41
KYFR,3356558,4087283,5731640,5329968,4916886,22,30,30,38,4391827,5049630.333,5326164.667,6887673.157
YUNU,4379435,4766619,5104008,5203817,4902954,100,99,99,100,4750020.667,5024814.667,5070259.667,7483220.556
GPPH,3057957,3807806,4576944,3814235.667,3814235.667,264,290,296,295,3814235.667,4066328.556,4068471.778,5891401.345
IOSZ,13151185,2875387,4383890,6479603,4963301,16,21,27,35,6803487.333,4579626.667,5275598,6312027.963
NKGC,5738676,10306349,10292881,11823262,4823505,32,2,2,2,8779302,10807497.33,8979882.667,15863617.91
BZRC,1983999,2438616,2848494,3821891,4817397,16,21,27,35,2423703,3036333.667,3829260.667,9823068.495
BNRX,3058208,3556926,4160704,4270831,4781747,45,47,48,49,3591946,3996153.667,4404427.333,5114632.739
HDEO,11930410,21650562,21420696,9271753,4760641,32,4,4,4,18333889.33,17447670.33,11817696.67,14555595.88
ULXF,2886298,4894367,5360755,3456542,4740891,42,40,37,27,4380473.333,4570554.667,4519396,6891241.56
XNHC,3685097,4271473,5074295,4550675,4721375,58,62,60,58,4343621.667,4632147.667,4782115,5705452.546
JWOD,2200330,2158262,3112798,4124262,4716271,40,40,43,47,2490463.333,3131774,3984443.667,8029175.255
LHNX,2881818,3326319,4157869,4402819,4706841,29,30,31,32,3455335.333,3962335.667,4422509.667,5372952.321
CNLX,5315015,3510686,4302137,4614248,4435521.5,16,10,15,24,4375946,4142357,4450635.5,5129711.587
QAXN,8629547,7713625,4786082,6489395,4699874,22,41,43,34,7043084.667,6329700.667,5325117,7697344.356
HIZA,959553,2078130,2721314,4389745,4697506,18,26,31,35,1919665.667,3063063,3936188.333,9438493.112
QCVF,280037,763728,993787,1166559,4697357,22,26,34,36,679184,974691.3333,2285901,10222557.49
VNCA,4805357,4318232,4752300,4521339,4599307,176,179,164,158,4625296.333,4530623.667,4624315.333,5609091.396
MIJO,119556,16361,719392,2638696,4688525,16,6,6,7,285103,1124816.333,2682204.333,6702525.181
MTTO,2829282,2937887,2711860,3754712,4675844,39,39,38,42,2826343,3134819.667,3714138.667,7618782.835
NXDJ,2982152.75,1061184,2369138,3825125,4673164,16,11,14,23,2137491.583,2418482.333,3622475.667,7494561.827
WBHJ,1141751,1285695,1693106,4187564,4667545,32,48,64,84,1373517.333,2388788.333,3516071.667,7804037.657
NTLW,1702586,2446853,3282265,4577456,3002290,28,26,29,32,2477234.667,3435524.667,3620670.333,5521067.606
RJJR,1165413,1718294,2513546,4063294,4660843,20,30,40,45,1799084.333,2765044.667,3745894.333,8372289.967
BSAJ,3249562,3885394,3833338,4485704,4612483,32,34,35,35,3656098,4068145.333,4310508.333,4110227.526
GWAQ,3839194,3702268,4226810,4493274,4065386.5,34,32,43,47,3922757.333,4140784,4261823.5,5460771.637
DLAI,1969254,2511890,2612205,3532043,4577201,16,18,22,29,2364449.667,2885379.333,3573816.333,7208526.275
EZJP,211866,1144710,2473012,3400941,4573603,16,6,6,7,1276529.333,2339554.333,3482518.667,8664810.113
VUKU,67873,211196,827828,2663402,4559053,36,36,30,20,368965.6667,1234142,2683427.667,7805282.166
DBAE,2241372,2575075,2729872,3867818,4549726,22,26,33,37,2515439.667,3057588.333,3715805.333,8757510.246
WCIG,999691,2250530,4700611,4710831,4499325,52,52,44,47,2650277.333,3887324,4636922.333,7841740.969
HPIU,3301583,4520771,4484674,4606330,4494528,16,6,12,15,4102342.667,4537258.333,4528510.667,5971121.637
EVRL,1193774,3126998,4284756,5536251,4491750,91,107,112,72,2868509.333,4316001.667,4770919,7127431.408
MMAU,3032333,3619467,4134189,4178787,4478468,16,8,18,24,3595329.667,3977481,4263814.667,4115249.839
ITEJ,2346572,2641786,3388289,3504228,4471328,16,21,27,35,2792215.667,3178101,3787948.333,9090586.834
NFZF,4497913,3498397,1912997,2182853,4433794,37,37,37,42,3303102.333,2531415.667,2843214.667,3846399.935
FMGV,3422987,1659124,3466743,4240800,4643840,49,45,48,51,2849618,3122222.333,4117127.667,7080545.609
LBUM,5214796,5049409,4898662,4999390,4404045,67,63,39,38,5054289,4982487,4767365.667,6147860.712
YMCH,3015447,3597758,3682569,3681855,4385812,16,8,13,10,3431924.667,3654060.667,3916745.333,5202743.057
HCNO,1734149,2060786,2498718,3176264,4374433,16,21,25,24,2097884.333,2578589.333,3349805,6996533.173
XNCV,11213400,9473431,8513403,4263540,8365943.5,36,36,14,18,9733411.333,7416791.333,7047628.833,10582123.57
ODPP,1909673,4154492,3199073,3845437,4325444,16,4,4,4,3087746,3733000.667,3789984.667,4518583.233
QZRQ,3438188,3031170,3190462,3477351,4319362,30,33,33,32,3219940,3232994.333,3662391.667,8064044.508
ZPGO,1282573,1660164,2744258,2826868,4317638,22,35,47,48,1895665,2410430,3296254.667,7406322.846
FRPP,3535337,4177040,4621557,4107716,4317150,42,55,56,54,4111311.333,4302104.333,4348807.667,4919441.373
QVNR,2456962,3285298,4292679,5126696,4295627,39,57,66,70,3344979.667,4234891,4571667.333,6661354.462
ENFH,684151,1390109,1197715,1633760,4292108,25,26,29,31,1090658.333,1407194.667,2374527.667,9642283.658
TSJX,3202892,3688070,4337580,4210805,3859836.75,63,69,68,71,3742847.333,4078818.333,4136073.917,6818689.151
JDAU,1247778,3666934,3903821,3977365,4286329,78,83,85,82,2939511,3849373.333,4055838.333,7583718.596
XGSJ,3575866,3172975,2761555,4245583,4279569,16,12,10,16,3170132,3393371,3762235.667,10590347.5
KBBM,2468077,2824123,4327049,4173356,3448151.25,40,44,45,44,3206416.333,3774842.667,3982852.083,5229235.095
AVEU,516908,935461,2196029,3181793,4248143,16,6,11,12,1216132.667,2104427.667,3208655,5763675.754
VBXZ,3311924,3593329,3461467,3748681,4242507,38,55,67,71,3455573.333,3601159,3817551.667,5910007.703
QYRG,8125473,6792282,5105492,4128402,4219698,16,11,14,23,6674415.667,5342058.667,4484530.667,7039461.972
NYHP,1465715,2199194,2803388,3233107,4217662,56,52,55,64,2156099,2745229.667,3418052.333,10445994.98
NLJZ,251995,887486,1805967,2079787,4201065,36,43,49,51,981816,1591080,2695606.333,12695003.28
QMQJ,4068860,4304831,3484418,3941974,4196529,26,30,32,37,3952703,3910407.667,3874307,5746293.838
MWAU,150743,466102,1076506,2496285,4174398,272,333,384,485,564450.3333,1346297.667,2582396.333,8067715.122
LQAC,3692561,3586483,3415209,3780582,4164972,49,52,52,56,3564751,3594091.333,3786921,6101967.108
MTEO,3458119,3388554,3854907,3567193.333,3567193.333,21,25,33,34,3567193.333,3603551.444,3663097.889,4611987.239
ZKXK,6439440,10632627,7603319,6524360,4113608,30,19,30,29,8225128.667,8253435.333,6080429,10165835.05
HEVZ,2890475,2657954,3326564,3828406,4111163,34,37,41,45,2958331,3270974.667,3755377.667,6362073.656
GTHA,3937643,3656151,3295808,3657670,4096963,273,286,295,295,3629867.333,3536543,3683480.333,5702920.13
TEAO,1243712,1858504,3324515,3854351,4067441,36,36,8,8,2142243.667,3012456.667,3748769,10119138.26
VRCE,64907,824184,1302173,2658880,4050332,28,29,38,50,730421.3333,1595079,2670461.667,12630977.26
KTAB,1363550,1698940,1804122,1703097,4041945,16,11,19,26,1622204,1735386.333,2516388,7833830.799
HNOV,2992945,3302146,4289918,3960101,3636277.5,16,5,5,5,3528336.333,3850721.667,3962098.833,5565474.742
VTSJ,3791437,3338374,5090655,4664842,4016739,97,109,115,115,4073488.667,4364623.667,4590745.333,5925494.22
SQMX,4521584.25,5764849,4580572,3731051,4009865,28,33,33,31,4955668.417,4692157.333,4107162.667,6514411.5
HJDI,2245444,2913295,3753760,2970833,2970833,16,12,10,16,2970833,3212629.333,3231808.667,3929441.189
SBKF,2211555,2239038,2823717,3672315,4003122,16,4,3,3,2424770,2911690,3499718,10295641.88
TQSL,3415751,3332928,3092102,3891961,3433185.5,16,18,22,29,3280260.333,3438997,3472416.167,3893399.082
AYNU,2709856,2978337,3129222,3445920,3960329,24,26,28,34,2939138.333,3184493,3511823.667,8105783.718
PSOW,1867003,2570465,2885902,3076947,3960054,39,45,45,46,2441123.333,2844438,3307634.333,8281053.645
PVCU,2575863,3347636,3536922,3724553,3948224,26,30,32,34,3153473.667,3536370.333,3736566.333,5206141.644
JQTE,221891,546981,1008914,1485627,3947775,21,25,33,56,592595.3333,1013840.667,2147438.667,18225335.8
SELU,3757392,4834854,6012687,4746407,3901721,32,6,6,7,4868311,5197982.667,4886938.333,6786619.716
VUGA,3271567,3286273,3300190,3805963,3415998.25,62,66,71,67,3286010,3464142,3507383.75,4740676.252
JXMI,1962984,2968180,3453404,3453029,3877058,16,11,14,23,2794856,3291537.667,3594497,7858604.8
WNCP,5144594,4160601,3124240,2295166,3872649,16,2,1,4,4143145,3193335.667,3097351.667,4337899.099
GNXB,1297667,1418286,2869388,3325340,3867394,37,42,46,52,1861780.333,2537671.333,3354040.667,7918040.937
PIQA,1476458,2532548,3964603,4064093,3859983,16,6,11,12,2657869.667,3520414.667,3962893,5664640.322
RVXQ,3060847,2873220,3579729,3535044,3844763,32,34,35,35,3171265.333,3329331,3653178.667,11175072.29
XMGL,3236598,1868880,3623845,3018755,3841666,60,57,57,63,2909774.333,2837160,3494755.333,11751106.38
QOTT,2493133,3320693,2853235,3700304,3933419,39,43,54,56,2889020.333,3291410.667,3495652.667,5116335.674
OQUY,2366978.333,2366978.333,8500,3259826,3832609,404,483,574,589,1580818.889,1878434.778,2366978.333,9059057.104
YUSL,2035668,2535455,1590656,2199887,3831316,16,12,9,8,2053926.333,2108666,2540619.667,3106621.133
SOOR,1948317,1833860,1756736,2631710,3830095,35,49,48,53,1846304.333,2074102,2739513.667,4887008.138
TSKF,3899672,4131640,4461561,3866782,3794791,16,21,27,35,4164291,4153327.667,4041044.667,3931590.527
ZKYF,2550134,2928471,3299113,3550782,3784902,64,75,81,81,2925906,3259455.333,3544932.333,5150427.446
ZSZO,1507689,2073820,2767556,3109224,3777147,52,56,53,58,2116355,2650200,3217975.667,14207944.68
PPFN,2059145,3131309,3824346,3717343,3776968,36,36,20,19,3004933.333,3557666,3772885.667,4548026.628
WQSE,1905856,3271215,2212327,3001970,3772909,48,44,37,37,2463132.667,2828504,2995735.333,5314351.974
IXQZ,897131,906792,839794,1752486,3759824,38,42,49,56,881239,1166357.333,2117368,18910335.53
IAQN,8193446,7605374,4524870,3829728,3748282,391,421,433,430,6774563.333,5319990.667,4034293.333,14118185.24
CGUG,3299328,3437324,3519244,3729249,3747241,46,44,44,50,3418632,3561939,3665244.667,5130174.933
FWHF,1814863.5,222550,1001637,2294182,3741085,49,65,83,71,1013016.833,1172789.667,2345634.667,13527462.98
BDRW,2244832,1608653,2064563,3476404,3709053,22,14,25,23,1972682.667,2383206.667,3083340,6321733.947
HYOU,2791054,2210103,2386705,3070277,3706896,42,47,38,40,2462620.667,2555695,3054626,5945178.351
GQJW,2755820,3029297,3617869,3572210,3706366,16,6,12,15,3134328.667,3406458.667,3632148.333,12104790.74
BBKG,2777404,2092323,2954058,4415056,3703057,32,14,24,25,2607928.333,3153812.333,3690723.667,8454567.877
OYFV,1115260,1682307,2239448,2834253,3692582,29,33,43,59,1679005,2252002.667,2922094.333,10098410.71
QNKA,2598596,2413034,3575923,4026867,3690377,25,26,28,31,2862517.667,3338608,3764389,9675471.888
YYTS,2871057,3193837,2176919,2998900.25,3753788,22,30,30,38,2747271,2789885.417,2976535.75,5304351.774
IKBB,2954710,2646152,2732164,3201242,3685949,84,82,83,88,2777675.333,2859852.667,3206451.667,7688467.464
FIWM,52130,139440,114257,656780,3674779,25,24,28,28,101942.3333,303492.3333,1481938.667,2472682.664
SCDX,2888897,4021341,3430250,3446829.333,3446829.333,16,6,6,7,3446829.333,3632806.778,3441302.889,6937510.657
SAOB,3551602,5314682,3418561,3453649,3658861,77,76,94,97,4094948.333,4062297.333,3510357,9403207.696
QWCL,1898483,2715824,2889218,3312205,3647390,16,6,6,7,2501175,2972415.667,3282937.667,5790882.052
JTRR,2781448,3177169,3202491,3685542,3643609,41,42,50,49,3053702.667,3355067.333,3510547.333,7376570.59
MYPC,1787637,2345571,3510802,4069651,3643151,36,36,14,18,2548003.333,3308674.667,3741201.333,9173235.619
ODED,2637870.333,2637870.333,1851809,2428659,3633143,49,45,48,44,2375849.889,2306112.778,2637870.333,4556102.936
MPRJ,2918332,3620574,3612576,4171289,3612907,16,2,2,2,3383827.333,3801479.667,3798924,4549216.506
IWUD,4497044,4147822,6186934,4933597,3596159,16,12,10,16,4943933.333,5089451,4905563.333,6461758.373
QVUX,1204793,1445895,2375988,2758846,3588230,73,75,91,89,1675558.667,2193576.333,2907688,7898089.565
JKRK,4351,226390,314197,1401437,3575808,12,11,21,33,181646,647341.3333,1763814,8717186.274
KJSX,779421,1180030,1762945,2624381,3566244,64,68,64,63,1240798.667,1855785.333,2651190,5587255.922
DOSL,4580209,6066673,2601465,2753060,3562165,36,36,8,7,4416115.667,3807066,2972230,7046991.847
KFEZ,1617184,1664718,1844429,1749961,3558499,30,34,53,64,1708777,1753036,2384296.333,14917512.92
VPDY,1963508,2310770,2592799,3591157,3548477,110,154,126,125,2289025.667,2831575.333,3244144.333,6692254.141
HVJX,5295088,6329784,3316473,4980448.333,4980448.333,16,8,7,8,4980448.333,4875568.444,4425789.889,6030466.48
OOFX,956597,1309211,1225749,1129243,3540495,16,2,2,2,1163852.333,1221401,1965162.333,6066091.006
ZURC,2414920,2432887,2515184,3469679,2708167.5,4111,4191,4681,4806,2454330.333,2805916.667,2897676.833,6188421.257
CICH,4004586,4233221,3746359,3468675,3863210.25,16,5,5,5,3994722,3816085,3692748.083,5180969.492
GOZD,3472077,4216689,4350910,4099411,3524324,31,32,33,32,4013225.333,4222336.667,3991548.333,4710623.681
WRNW,5727707,6501079,4299911,4069023,3522499,36,36,8,11,5509565.667,4956671,3963811,6325778.182
CGAH,1866932,1870470,2749624,2885034,3498602,16,6,11,12,2162342,2501709.333,3044420,4960453.366
CAFW,3415126,3698630,3462029,3537669,3498370,36,36,22,16,3525261.667,3566109.333,3499356,4509064.083
LRCD,8701,503144,3251742,1254529,1254529,16,6,6,7,1254529,1669805,1920266.667,5582092.313
BBCH,1875386,2060752,2693756,2705629,3468372,28,30,29,32,2209964.667,2486712.333,2955919,5235116.885
RERA,697874,631773,327834,564845,3408450,10,32,33,30,552493.6667,508150.6667,1433709.667,2351790.054
WPTE,2093544,2155186,2377859,2636627,3446795,257,296,337,394,2208863,2389890.667,2820427,4945100.943
LUER,7494296,7589949,4311589,3392345,3445765,46,58,60,58,6465278,5097961,3716566.333,6829488.773
VBVU,3280259,2425039,2532540,2930911,3443779,34,32,30,40,2745946,2629496.667,2969076.667,5639919.431
NRJJ,1148766,1642913,2108494,3213968,3439942,78,78,92,86,1633391,2321791.667,2920801.333,7916355.118
LZOG,1580670,2217917,2582607,3174656,3412952,16,20,23,32,2127064.667,2658393.333,3056738.333,5903410.465
AAPW,3172652,4626609,4218078,3089563,3384287,42,40,24,25,4005779.667,3978083.333,3563976,5572440.973
JHMW,1064699,2503539,2850121,3148425,3377317,16,6,6,7,2139453,2834028.333,3125287.667,6055005.124
SKVC,2518571,2488985,1649053,1892506,3374425,41,33,27,30,2218869.667,2010181.333,2305328,3812111.755
KVCJ,25910843,18324084,11984748,6134560,3346194,51,52,53,49,18739891.67,12147797.33,7155167.333,19377561.33
WNSP,2546403,2715806,2883867,3095427,3340700,28,26,29,32,2715358.667,2898366.667,3106664.667,4872148.338
MQNA,874899,735665,1361006,2407729,3339985,59,79,111,111,990523.3333,1501466.667,2369573.333,10489711.02
YELY,2434289,2333880,2948716,3274732,2747904.25,16,15,21,28,2572295,2852442.667,2990450.75,4186451.517
XJRF,1830913.25,601775,1178535,2214337,3329006,44,63,81,80,1203741.083,1331549,2240626,12454314.48
YHSI,2493008,2595823,2841292,3182414,3327257,34,35,37,35,2643374.333,2873176.333,3116987.667,4820168.282
GDIU,13824,81297,426470,1073324,3324447,36,36,12,13,173863.6667,527030.3333,1608080.333,2183314.712
FPOQ,2149405,2229109,2387384,2856571,3317617,49,55,59,58,2255299.333,2491021.333,2853857.333,17432427.32
PPBW,2499461.333,2164,4243439,3252781,2499461.333,36,36,20,19,2248354.778,2499461.333,3331893.778,5924495.425
TWTC,1576609.25,217010,1248213,1526224,3314990,12,14,26,39,1013944.083,997149,2029809,10206871.75
JEGU,966590,1728859,1927434,2712548,3289721,36,36,2,2,1540961,2122947,2643234.333,3694590.385
CTNH,4501556,7991281,44415691,2770606,3264583,16,4,4,4,18969509.33,18392526,16816960,17981443.82
ZPQV,1243734,2259469,2263072,2814565,3263825,69,88,96,79,1922091.667,2445702,2780487.333,4978659.28
LUSX,1243734,2259469,2263072,2814565,3263825,69,88,100,76,1922091.667,2445702,2780487.333,4962381.491
NIIM,2521966,3153060,3185534,3068384,3253974,16,8,8,10,2953520,3135659.333,3169297.333,3920777.361
HAIZ,3533471,3820612,3374003,3185760,3242753,16,6,6,7,3576028.667,3460125,3267505.333,8857001.242
HKBQ,2324582,2489837,2610639,2706103,3233765,37,40,40,42,2475019.333,2602193,2850169,6014574.521
SVAB,2683458,3379948,3438495,3545411,3229304,16,11,14,23,3167300.333,3454618,3404403.333,6571356.663
UUJW,1307930,1674437,2507902,1914729,3219079,39,43,46,56,1830089.667,2032356,2547236.667,5190959.908
PMLK,1,388552,834178,1938103,3206414,16,8,8,10,407577,1053611,1992898.333,6565974.406
IBMQ,703711,1019277,1266647,2261369,3206354,24,26,28,34,996545,1515764.333,2244790,9821602.729
BFYH,482800,718112,621877,1485253,3177999,32,16,18,20,607596.3333,941747.3333,1761709.667,6625799.429
XEAV,2821618,4585144,4539278,2941883,3173063,16,21,25,24,3982013.333,4022101.667,3551408,4897575.511
KAYU,3037773,2546073,1923751,3040428,3142502,16,10,15,24,2502532.333,2503417.333,2702227,4871705.933
TSRV,2175488,1982336,2215088,2910832,3138432,24,25,28,32,2124304,2369418.667,2754784,4029947.483
LQLC,1479823,1484241,1940365,2494517,3136761,56,74,73,81,1634809.667,1973041,2523881,5078160.284
SBWO,2049847,2693054,3795963,3272344,3128418,16,8,18,24,2846288,3253787,3398908.333,4428431.745
MBWI,3335674,3557295,2926694,3273221,3273221,16,12,20,29,3273221,3252403.333,3157712,4285435.896
KHJZ,1726358,2264307,2860202,3362561,3121140,31,29,33,32,2283622.333,2829023.333,3114634.333,6099083.741
USGV,2436205,2288846,2245178,2669856,3120918,62,61,58,58,2323409.667,2401293.333,2678650.667,6578612.05
ANSO,1660229,2027439,1808709,2093355,3118990,16,10,15,24,1832125.667,1976501,2340351.333,3391493.913
GCUA,398406,520388,2397002,3628917,3115024,16,18,22,29,1105265.333,2182102.333,3046981,5261593.576
AWVK,4812979,3342364,3203061,3056101,3603626.25,59,59,58,59,3786134.667,3200508.667,3287596.083,3989693.335
IMCG,3859697,4267289,5058998,4724508,3107984,31,34,34,34,4395328,4683598.333,4297163.333,6127826.669
YIBO,4875967,5572740,3962012,3155746,3088496,16,20,23,32,4803573,4230166,3402084.667,6208985.085
EWDG,961726,1427916,1842251,2631776,3082239,22,8,7,4,1410631,1967314.333,2518755.333,3035368.044
JVYY,2468740,3042997,3962946,3462836,3074796,16,6,6,7,3158227.667,3489593,3500192.667,6220738.182
BNNL,55068,287043,1232414,2508471,3064612,68,77,89,80,524841.6667,1342642.667,2268499,12495455.84
NHCD,1895076,843213,1057989,2615008,3064094,16,10,16,45,1265426,1505403.333,2245697,12622486.52
WGAU,1333292,1303292,1621872,1580697,3057936,16,10,15,24,1419485.333,1501953.667,2086835,7502824.07
EZME,2299862,2598737,2839965,2867924,3048832,16,12,20,29,2579521.333,2768875.333,2918907,4553520.376
VHMH,2432605.5,731571,2763025,3194577,3041249,16,2,2,2,1975733.833,2229724.333,2999617,6283946.7
RYLH,4863396,5368609,4866320,4077465,3041025,54,63,61,62,5032775,4770798,3994936.667,6825310.086
JKKD,1919730,1669277,1700047,2309603,3001483,38,39,46,50,1763018,1892975.667,2337044.333,4880411.323
TZJO,1588019,1678938,1778479,2449519,3036978,54,51,54,56,1681812,1968978.667,2421658.667,5851947.843
GDQE,1414255,4036331,1502226,2669621,3007660,36,36,8,8,2317604,2736059.333,2393169,3463512.555
GDAY,2134557,2032843,2151530,2527238,3007405,16,8,8,10,2106310,2237203.667,2562057.667,2558112.319
QIJT,2381876,3220721,2528665,2336507,2999438,56,55,55,52,2710420.667,2695297.667,2621536.667,3806003.782
XBCD,335754,730384,1813620,2309763,2988534,36,36,10,9,959919.3333,1617922.333,2370639,6484610.848
PXAB,542593,1175443,1621210,2375343,2975033,18,22,30,57,1113082,1723998.667,2323862,21762432.46
LZZZ,1927994,2090457,2346618,2509265,2970068,44,42,37,36,2121689.667,2315446.667,2608650.333,3441991.077
GAZJ,811574,2332655,3005440,3702684,2964274,16,6,11,12,2049889.667,3013593,3224132.667,6659527.034
